Estação ,Sensores ,Data Hora,Valor ,,,,,
SAO GONCALO,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
SAO GONCALO,Temp. do Ar (ºC),2013-04-30 12:00:00,38.30,,,,,
SAO GONCALO,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.00,,,,,
SAO GONCALO,Pressão atmosférica (hPa),2013-04-30 12:00:00,1012.10,,,,,
SAO GONCALO,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
SAO GONCALO,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
CAUCAIA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.10,,,,,
CAUCAIA,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
CAUCAIA,Temp. do Ar (ºC),2013-04-30 12:00:00,3.60,,,,,
CAUCAIA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.64,,,,,
CAUCAIA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1007.20,,,,,
CAUCAIA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.80,,,,,
CAUCAIA,Direção do vento (graus),2013-04-30 12:00:00,45.00,,,,,
PENTECOSTE,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
PENTECOSTE,Umidade Relativa (%),2013-04-30 12:00:00,81.60,,,,,
PENTECOSTE,Temp. do Ar (ºC),2013-04-30 12:00:00,26.00,,,,,
PENTECOSTE,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,1.48,,,,,
PENTECOSTE,Pressão atmosférica (hPa),2013-04-30 12:00:00,1004.70,,,,,
PENTECOSTE,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,1.00,,,,,
PENTECOSTE,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
PEDRA BRANCA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
PEDRA BRANCA,Umidade Relativa (%),2013-04-30 12:00:00,81.60,,,,,
PEDRA BRANCA,Temp. do Ar (ºC),2013-04-30 12:00:00,23.60,,,,,
PEDRA BRANCA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,4.03,,,,,
PEDRA BRANCA,Pressão atmosférica (hPa),2013-04-30 12:00:00,953.80,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-30 12:00:00,850.00,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
AIUABA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
AIUABA,Umidade Relativa (%),2013-04-30 12:00:00,56.00,,,,,
AIUABA,Temp. do Ar (ºC),2013-04-30 12:00:00,28.10,,,,,
AIUABA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,3.61,,,,,
AIUABA,Pressão atmosférica (hPa),2013-04-30 12:00:00,952.10,,,,,
AIUABA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
AIUABA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,5.50,,,,,
UBAJARA,Umidade Relativa (%),2013-04-30 12:00:00,70.40,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-30 12:00:00,4.60,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.98,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-30 12:00:00,930.50,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-30 12:00:00,21.00,,,,,
TABULEIRO DO NORTE,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
TABULEIRO DO NORTE,Umidade Relativa (%),2013-04-30 12:00:00,70.40,,,,,
TABULEIRO DO NORTE,Temp. do Ar (ºC),2013-04-30 12:00:00,26.90,,,,,
TABULEIRO DO NORTE,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.76,,,,,
TABULEIRO DO NORTE,Pressão atmosférica (hPa),2013-04-30 12:00:00,1000.70,,,,,
TABULEIRO DO NORTE,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
TABULEIRO DO NORTE,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
SAO BENEDITO,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
SAO BENEDITO,Umidade Relativa (%),2013-04-30 12:00:00,84.80,,,,,
SAO BENEDITO,Temp. do Ar (ºC),2013-04-30 12:00:00,5.10,,,,,
SAO BENEDITO,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,1.64,,,,,
SAO BENEDITO,Pressão atmosférica (hPa),2013-04-30 12:00:00,915.90,,,,,
SAO BENEDITO,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
SAO BENEDITO,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Umidade Relativa (%),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Temp. do Ar (ºC),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Pressão atmosférica (hPa),2013-04-30 12:00:00,850.00,,,,,
SANTANA DO CARIRI,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
SANTANA DO CARIRI,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
SANTA QUITERIA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
SANTA QUITERIA,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
SANTA QUITERIA,Temp. do Ar (ºC),2013-04-30 12:00:00,26.80,,,,,
SANTA QUITERIA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,1.94,,,,,
SANTA QUITERIA,Pressão atmosférica (hPa),2013-04-30 12:00:00,988.70,,,,,
SANTA QUITERIA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.20,,,,,
SANTA QUITERIA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Umidade Relativa (%),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Temp. do Ar (ºC),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Pressão atmosférica (hPa),2013-04-30 12:00:00,850.00,,,,,
QUIXERAMOBIM,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
QUIXERAMOBIM,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
QUIXADA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,1.60,,,,,
QUIXADA,Umidade Relativa (%),2013-04-30 12:00:00,27.20,,,,,
QUIXADA,Temp. do Ar (ºC),2013-04-30 12:00:00,51.10,,,,,
QUIXADA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,1.76,,,,,
QUIXADA,Pressão atmosférica (hPa),2013-04-30 12:00:00,988.50,,,,,
QUIXADA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.20,,,,,
QUIXADA,Direção do vento (graus),2013-04-30 12:00:00,150.00,,,,,
LAVRAS DA MANGABEIRA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Umidade Relativa (%),2013-04-30 12:00:00,72.00,,,,,
LAVRAS DA MANGABEIRA,Temp. do Ar (ºC),2013-04-30 12:00:00,27.30,,,,,
LAVRAS DA MANGABEIRA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,5.89,,,,,
LAVRAS DA MANGABEIRA,Pressão atmosférica (hPa),2013-04-30 12:00:00,981.40,,,,,
LAVRAS DA MANGABEIRA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
JERICOACOARA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
JERICOACOARA,Umidade Relativa (%),2013-04-30 12:00:00,83.20,,,,,
JERICOACOARA,Temp. do Ar (ºC),2013-04-30 12:00:00,26.60,,,,,
JERICOACOARA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,12.28,,,,,
JERICOACOARA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1016.20,,,,,
JERICOACOARA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
JERICOACOARA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
JAGUARUANA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
JAGUARUANA,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
JAGUARUANA,Temp. do Ar (ºC),2013-04-30 12:00:00,0.50,,,,,
JAGUARUANA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.65,,,,,
JAGUARUANA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1001.10,,,,,
JAGUARUANA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
JAGUARUANA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
ITAPIPOCA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,3.80,,,,,
ITAPIPOCA,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
ITAPIPOCA,Temp. do Ar (ºC),2013-04-30 12:00:00,19.40,,,,,
ITAPIPOCA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.00,,,,,
ITAPIPOCA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1054.70,,,,,
ITAPIPOCA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,8.80,,,,,
ITAPIPOCA,Direção do vento (graus),2013-04-30 12:00:00,9.00,,,,,
IBARETAMA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
IBARETAMA,Umidade Relativa (%),2013-04-30 12:00:00,9.60,,,,,
IBARETAMA,Temp. do Ar (ºC),2013-04-30 12:00:00,23.90,,,,,
IBARETAMA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,0.64,,,,,
IBARETAMA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1054.70,,,,,
IBARETAMA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
IBARETAMA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
CRATO,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,2.20,,,,,
CRATO,Umidade Relativa (%),2013-04-30 12:00:00,80.00,,,,,
CRATO,Temp. do Ar (ºC),2013-04-30 12:00:00,21.30,,,,,
CRATO,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.69,,,,,
CRATO,Pressão atmosférica (hPa),2013-04-30 12:00:00,914.00,,,,,
CRATO,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.60,,,,,
CRATO,Direção do vento (graus),2013-04-30 12:00:00,9.00,,,,,
CEDRO,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,2.90,,,,,
CEDRO,Umidade Relativa (%),2013-04-30 12:00:00,75.20,,,,,
CEDRO,Temp. do Ar (ºC),2013-04-30 12:00:00,26.50,,,,,
CEDRO,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.36,,,,,
CEDRO,Pressão atmosférica (hPa),2013-04-30 12:00:00,982.90,,,,,
CEDRO,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.20,,,,,
CEDRO,Direção do vento (graus),2013-04-30 12:00:00,153.00,,,,,
CAMOCIM,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
CAMOCIM,Umidade Relativa (%),2013-04-30 12:00:00,73.60,,,,,
CAMOCIM,Temp. do Ar (ºC),2013-04-30 12:00:00,26.70,,,,,
CAMOCIM,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,4.42,,,,,
CAMOCIM,Pressão atmosférica (hPa),2013-04-30 12:00:00,1009.60,,,,,
CAMOCIM,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
CAMOCIM,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
BANABUIU,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,2.80,,,,,
BANABUIU,Umidade Relativa (%),2013-04-30 12:00:00,80.00,,,,,
BANABUIU,Temp. do Ar (ºC),2013-04-30 12:00:00,25.30,,,,,
BANABUIU,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.15,,,,,
BANABUIU,Pressão atmosférica (hPa),2013-04-30 12:00:00,994.90,,,,,
BANABUIU,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
BANABUIU,Direção do vento (graus),2013-04-30 12:00:00,207.00,,,,,
ARARIPE,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,3.40,,,,,
ARARIPE,Umidade Relativa (%),2013-04-30 12:00:00,72.00,,,,,
ARARIPE,Temp. do Ar (ºC),2013-04-30 12:00:00,24.10,,,,,
ARARIPE,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.75,,,,,
ARARIPE,Pressão atmosférica (hPa),2013-04-30 12:00:00,939.50,,,,,
ARARIPE,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
ARARIPE,Direção do vento (graus),2013-04-30 12:00:00,144.00,,,,,
ITAICABA,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
ITAICABA,Umidade Relativa (%),2013-04-30 12:00:00,72.00,,,,,
ITAICABA,Temp. do Ar (ºC),2013-04-30 12:00:00,27.60,,,,,
ITAICABA,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.76,,,,,
ITAICABA,Pressão atmosférica (hPa),2013-04-30 12:00:00,1009.80,,,,,
ITAICABA,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.00,,,,,
ITAICABA,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
ACARAU,Veloc. do vento media 10m (m/s),2013-04-30 12:00:00,0.00,,,,,
ACARAU,Umidade Relativa (%),2013-04-30 12:00:00,100.80,,,,,
ACARAU,Temp. do Ar (ºC),2013-04-30 12:00:00,14.60,,,,,
ACARAU,Rad. Inc. total (MJ/m2),2013-04-30 12:00:00,2.51,,,,,
ACARAU,Pressão atmosférica (hPa),2013-04-30 12:00:00,1013.80,,,,,
ACARAU,Precipit. Pluviométrica (mm),2013-04-30 12:00:00,0.40,,,,,
ACARAU,Direção do vento (graus),2013-04-30 12:00:00,0.00,,,,,
ITAPIPOCA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,3.80,,,,,
ITAPIPOCA,Umidade Relativa (%),2013-04-30 15:00:00,78.40,,,,,
ITAPIPOCA,Temp. do Ar (ºC),2013-04-30 15:00:00,24.30,,,,,
ITAPIPOCA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.00,,,,,
ITAPIPOCA,Pressão atmosférica (hPa),2013-04-30 15:00:00,1054.70,,,,,
ITAPIPOCA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,2.40,,,,,
ITAPIPOCA,Direção do vento (graus),2013-04-30 15:00:00,180.00,,,,,
IGUATU,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
IGUATU,Umidade Relativa (%),2013-04-30 15:00:00,0.00,,,,,
IGUATU,Temp. do Ar (ºC),2013-04-30 15:00:00,0.00,,,,,
IGUATU,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.00,,,,,
IGUATU,Pressão atmosférica (hPa),2013-04-30 15:00:00,850.00,,,,,
IGUATU,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
IGUATU,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
ACARAU,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
ACARAU,Umidade Relativa (%),2013-04-30 15:00:00,100.80,,,,,
ACARAU,Temp. do Ar (ºC),2013-04-30 15:00:00,19.70,,,,,
ACARAU,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,6.30,,,,,
ACARAU,Pressão atmosférica (hPa),2013-04-30 15:00:00,1012.50,,,,,
ACARAU,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
ACARAU,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
JERICOACOARA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
JERICOACOARA,Umidade Relativa (%),2013-04-30 15:00:00,78.40,,,,,
JERICOACOARA,Temp. do Ar (ºC),2013-04-30 15:00:00,27.40,,,,,
JERICOACOARA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,12.28,,,,,
JERICOACOARA,Pressão atmosférica (hPa),2013-04-30 15:00:00,1012.50,,,,,
JERICOACOARA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
JERICOACOARA,Direção do vento (graus),2013-04-30 15:00:00,27.00,,,,,
ARATUBA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,2.30,,,,,
ARATUBA,Umidade Relativa (%),2013-04-30 15:00:00,22.40,,,,,
ARATUBA,Temp. do Ar (ºC),2013-04-30 15:00:00,51.10,,,,,
ARATUBA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,2.24,,,,,
ARATUBA,Pressão atmosférica (hPa),2013-04-30 15:00:00,920.30,,,,,
ARATUBA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,10.20,,,,,
ARATUBA,Direção do vento (graus),2013-04-30 15:00:00,129.00,,,,,
CANINDE-CANGATI,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,2.20,,,,,
CANINDE-CANGATI,Umidade Relativa (%),2013-04-30 15:00:00,25.60,,,,,
CANINDE-CANGATI,Temp. do Ar (ºC),2013-04-30 15:00:00,2.20,,,,,
CANINDE-CANGATI,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,2.57,,,,,
CANINDE-CANGATI,Pressão atmosférica (hPa),2013-04-30 15:00:00,980.90,,,,,
CANINDE-CANGATI,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.80,,,,,
CANINDE-CANGATI,Direção do vento (graus),2013-04-30 15:00:00,99.00,,,,,
SAO GONCALO,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
SAO GONCALO,Umidade Relativa (%),2013-04-30 15:00:00,100.80,,,,,
SAO GONCALO,Temp. do Ar (ºC),2013-04-30 15:00:00,37.30,,,,,
SAO GONCALO,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.86,,,,,
SAO GONCALO,Pressão atmosférica (hPa),2013-04-30 15:00:00,1011.20,,,,,
SAO GONCALO,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.60,,,,,
SAO GONCALO,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
CAUCAIA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.40,,,,,
CAUCAIA,Umidade Relativa (%),2013-04-30 15:00:00,100.80,,,,,
CAUCAIA,Temp. do Ar (ºC),2013-04-30 15:00:00,1.50,,,,,
CAUCAIA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.37,,,,,
CAUCAIA,Pressão atmosférica (hPa),2013-04-30 15:00:00,1006.00,,,,,
CAUCAIA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,11.80,,,,,
CAUCAIA,Direção do vento (graus),2013-04-30 15:00:00,87.00,,,,,
PENTECOSTE,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
PENTECOSTE,Umidade Relativa (%),2013-04-30 15:00:00,67.20,,,,,
PENTECOSTE,Temp. do Ar (ºC),2013-04-30 15:00:00,27.90,,,,,
PENTECOSTE,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,4.10,,,,,
PENTECOSTE,Pressão atmosférica (hPa),2013-04-30 15:00:00,1003.70,,,,,
PENTECOSTE,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.20,,,,,
PENTECOSTE,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
PEDRA BRANCA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
PEDRA BRANCA,Umidade Relativa (%),2013-04-30 15:00:00,81.60,,,,,
PEDRA BRANCA,Temp. do Ar (ºC),2013-04-30 15:00:00,23.60,,,,,
PEDRA BRANCA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,4.03,,,,,
PEDRA BRANCA,Pressão atmosférica (hPa),2013-04-30 15:00:00,953.80,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-30 15:00:00,24.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-30 15:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-30 15:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-30 15:00:00,850.00,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,5.20,,,,,
UBAJARA,Umidade Relativa (%),2013-04-30 15:00:00,59.20,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-30 15:00:00,3.50,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,8.18,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-30 15:00:00,929.40,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-30 15:00:00,21.00,,,,,
TABULEIRO DO NORTE,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
TABULEIRO DO NORTE,Umidade Relativa (%),2013-04-30 15:00:00,54.40,,,,,
TABULEIRO DO NORTE,Temp. do Ar (ºC),2013-04-30 15:00:00,30.80,,,,,
TABULEIRO DO NORTE,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,7.94,,,,,
TABULEIRO DO NORTE,Pressão atmosférica (hPa),2013-04-30 15:00:00,999.20,,,,,
TABULEIRO DO NORTE,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
TABULEIRO DO NORTE,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
SAO BENEDITO,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
SAO BENEDITO,Umidade Relativa (%),2013-04-30 15:00:00,75.20,,,,,
SAO BENEDITO,Temp. do Ar (ºC),2013-04-30 15:00:00,12.20,,,,,
SAO BENEDITO,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,5.90,,,,,
SAO BENEDITO,Pressão atmosférica (hPa),2013-04-30 15:00:00,916.90,,,,,
SAO BENEDITO,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
SAO BENEDITO,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Umidade Relativa (%),2013-04-30 15:00:00,65.60,,,,,
SANTANA DO CARIRI,Temp. do Ar (ºC),2013-04-30 15:00:00,28.40,,,,,
SANTANA DO CARIRI,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,2.76,,,,,
SANTANA DO CARIRI,Pressão atmosférica (hPa),2013-04-30 15:00:00,958.70,,,,,
SANTANA DO CARIRI,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
QUIXERAMOBIM,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,2.00,,,,,
QUIXERAMOBIM,Umidade Relativa (%),2013-04-30 15:00:00,27.20,,,,,
QUIXERAMOBIM,Temp. do Ar (ºC),2013-04-30 15:00:00,51.10,,,,,
QUIXERAMOBIM,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,0.84,,,,,
QUIXERAMOBIM,Pressão atmosférica (hPa),2013-04-30 15:00:00,985.60,,,,,
QUIXERAMOBIM,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.20,,,,,
QUIXERAMOBIM,Direção do vento (graus),2013-04-30 15:00:00,63.00,,,,,
QUIXADA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,3.20,,,,,
QUIXADA,Umidade Relativa (%),2013-04-30 15:00:00,28.80,,,,,
QUIXADA,Temp. do Ar (ºC),2013-04-30 15:00:00,51.10,,,,,
QUIXADA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,6.68,,,,,
QUIXADA,Pressão atmosférica (hPa),2013-04-30 15:00:00,987.10,,,,,
QUIXADA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.20,,,,,
QUIXADA,Direção do vento (graus),2013-04-30 15:00:00,132.00,,,,,
LAVRAS DA MANGABEIRA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Umidade Relativa (%),2013-04-30 15:00:00,54.40,,,,,
LAVRAS DA MANGABEIRA,Temp. do Ar (ºC),2013-04-30 15:00:00,31.10,,,,,
LAVRAS DA MANGABEIRA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,9.79,,,,,
LAVRAS DA MANGABEIRA,Pressão atmosférica (hPa),2013-04-30 15:00:00,979.80,,,,,
LAVRAS DA MANGABEIRA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
JAGUARUANA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
JAGUARUANA,Umidade Relativa (%),2013-04-30 15:00:00,52.80,,,,,
JAGUARUANA,Temp. do Ar (ºC),2013-04-30 15:00:00,3.20,,,,,
JAGUARUANA,Rad. Inc. total (MJ/m2),2013-04-30 15:00:00,5.16,,,,,
JAGUARUANA,Pressão atmosférica (hPa),2013-04-30 15:00:00,997.00,,,,,
JAGUARUANA,Precipit. Pluviométrica (mm),2013-04-30 15:00:00,0.00,,,,,
JAGUARUANA,Direção do vento (graus),2013-04-30 15:00:00,0.00,,,,,
IBARETAMA,Veloc. do vento media 10m (m/s),2013-04-30 15:00:00,0.00,,,,,
